incident_number,call_type,call_type_group,call_time,Street,call_origin,mental_health,drug_related,dv_related,alcohol_related,Area,AreaName,Latitude,Longitude,Hour,DayOfWeek
19BU018466,Suspicious Event,Public Service,8/24/19 2:24,Main St,Officer/Radio,0,0,0,1,E,SouthEnd,44.47497555,-73.21003538,2:00 AM,Saturday
19BU018467,Alarm,Public Service,8/24/19 2:30,Bank St,Phone,0,0,0,0,D,Downtown,44.47751845,-73.2145316,2:00 AM,Saturday
19BU018468,Suspicious Event,Public Service,8/24/19 2:32,Main St,Officer/Radio,0,0,0,0,D,Downtown,44.47531764,-73.21225461,2:00 AM,Saturday
19BU018469,Disorderly Conduct,Quality of Life,8/24/19 2:34,Church St,Officer/Radio,0,0,0,0,D,Downtown,44.47847659,-73.21296197,2:00 AM,Saturday
19BU018470,Found/Lost Property,Public Service,8/24/19 2:36,Church St/Main St,Phone,0,0,0,0,D,Downtown,44.47761744,-73.21442007,2:00 AM,Saturday
19BU018471,Accident - Property damage only,Motor Vehicle,8/24/19 2:37,Main St,Officer/Radio,0,0,0,0,D,Downtown,44.4756638,-73.20997678,2:00 AM,Saturday
19BU018472,Noise,Quality of Life,8/24/19 2:51,N Willard St / Charles St,Phone,0,0,0,0,C,UniversityHillSection,44.48801462,-73.20711994,2:00 AM,Saturday
19BU018473,Suspicious Event,Public Service,8/24/19 3:12,Shore Rd,Phone,0,1,0,0,A,NewNorthEnd,44.50919473,-73.25211847,3:00 AM,Saturday
19BU018474,Suspicious Event,Public Service,8/24/19 3:15,St Louis St,Phone,0,0,0,0,B,OldNorthEnd,44.48756897,-73.21315207,3:00 AM,Saturday
19BU018475,Animal Problem,Animal,8/24/19 3:16,Linden Ter,Phone,0,0,0,0,NA,NA,44.45839209,-73.20892388,3:00 AM,Saturday
19BU018476,Welfare Check,Public Service,8/24/19 3:17,College St,Phone,0,0,0,0,D,Downtown,44.47666152,-73.21043308,3:00 AM,Saturday
19BU018478,Parking,Motor Vehicle,8/24/19 7:02,N Winooski Ave,Phone,0,0,0,0,B,OldNorthEnd,44.48678475,-73.21197743,7:00 AM,Saturday
19BU018479,Domestic Disturbance,Domestic,8/24/19 7:54,NA,911,0,0,0,0,B,OldNorthEnd,NA,NA,7:00 AM,Saturday
19BU018480,Parking,Motor Vehicle,8/24/19 8:01,N Willard St,Phone,0,0,0,0,C,UniversityHillSection,44.48116685,-73.20411475,8:00 AM,Saturday
19BU018481,Welfare Check,Public Service,8/24/19 8:29,Maple St,Phone,0,0,0,0,E,SouthEnd,44.47430493,-73.21693548,8:00 AM,Saturday
19BU018482,Assist - Public,Public Service,8/24/19 8:59,King St,911,0,1,0,0,D,Downtown,44.47534436,-73.21151617,8:00 AM,Saturday
19BU018483,Mental Health Issue,Public Service,8/24/19 9:29,Riveside Ave,Phone,1,0,0,0,NA,NA,44.4879882,-73.1917549,9:00 AM,Saturday
19BU018484,Welfare Check,Public Service,8/24/19 9:31,Charlotte St,Phone,0,0,0,0,E,SouthEnd,44.46461197,-73.2102311,9:00 AM,Saturday
19BU018485,Domestic Disturbance,Domestic,8/24/19 10:33,NA,911,0,0,1,0,A,NewNorthEnd,NA,NA,10:00 AM,Saturday
19BU018486,Assist - Public,Public Service,8/24/19 11:09,S Williams St,In Person,0,0,0,0,C,UniversityHillSection,44.47788659,-73.20476092,11:00 AM,Saturday
19BU018487,Assist - Public,Public Service,8/24/19 11:19,North Ave,Phone,0,0,0,0,B,OldNorthEnd,44.48335951,-73.21933166,11:00 AM,Saturday
19BU018488,Foot Patrol,Public Service,8/24/19 12:29,Marketplace,Phone,0,0,0,0,D,Downtown,44.47608408,-73.21139158,12:00 PM,Saturday
19BU018489,Ordinance Violation - Other,Quality of Life,8/24/19 13:11,Church St,Phone,0,0,0,0,D,Downtown,44.47667939,-73.2121118,1:00 PM,Saturday
19BU018490,Animal Problem,Animal,8/24/19 13:47,Main St/University Terr,Phone,0,0,0,0,C,UniversityHillSection,44.4752079,-73.19680804,1:00 PM,Saturday
19BU018491,Foot Patrol,Public Service,8/24/19 14:12,Marketplace,Phone,0,0,0,0,D,Downtown,44.47935916,-73.21147382,2:00 PM,Saturday
19BU018492,Assist - Agency,Assist,8/24/19 14:20,Intervale Ave,911,0,0,0,0,B,OldNorthEnd,44.48600878,-73.21347558,2:00 PM,Saturday
19BU018493,Assist - Agency,Assist,8/24/19 14:26,College St,Phone,0,0,0,0,D,Downtown,44.47838543,-73.21033082,2:00 PM,Saturday
19BU018494,Suspicious Event,Public Service,8/24/19 14:45,Elmwood Ave,Phone,0,0,0,0,B,OldNorthEnd,44.48636794,-73.21268098,2:00 PM,Saturday
19BU018495,Welfare Check,Public Service,8/24/19 15:07,Adams Ct,Phone,0,0,0,0,E,SouthEnd,44.46056702,-73.20584852,3:00 PM,Saturday
19BU018496,Assist - Public,Public Service,8/24/19 15:21,St Paul St,911,0,0,0,0,E,SouthEnd,44.47315898,-73.21416008,3:00 PM,Saturday
19BU018497,Retail Theft,Property,8/24/19 15:29,N Willard St.,Phone,0,0,0,0,NA,NA,44.4852434,-73.20473346,3:00 PM,Saturday
19BU018498,Accident - LSA,Motor Vehicle,8/24/19 15:54,Pine Street,Phone,0,0,0,0,E,SouthEnd,44.45770742,-73.21409727,3:00 PM,Saturday
19BU018499,Suspicious Event,Public Service,8/24/19 15:57,School St,911,0,0,0,0,C,UniversityHillSection,44.48186554,-73.20832525,3:00 PM,Saturday
19BU018500,Accident - Property damage only,Motor Vehicle,8/24/19 16:04,College St,911,0,0,0,0,D,Downtown,44.47840611,-73.20980844,4:00 PM,Saturday
19BU018501,Intoxication,Quality of Life,8/24/19 16:08,Cherry St/St Paul St,Phone,0,0,0,0,D,Downtown,44.47803661,-73.21453692,4:00 PM,Saturday
19BU018502,Motor Vehicle Complaint,Motor Vehicle,8/24/19 16:14,Beltline/Manhattan Dr,Phone,0,0,0,0,B,OldNorthEnd,44.4879028,-73.21832969,4:00 PM,Saturday
19BU018503,Noise,Quality of Life,8/24/19 16:24,Hickok Pl,Phone,0,0,0,1,C,UniversityHillSection,44.47996857,-73.2080883,4:00 PM,Saturday
19BU018504,Foot Patrol,Public Service,8/24/19 16:42,Marketplace,Officer/Radio,0,0,0,0,D,Downtown,44.476552,-73.2127587,4:00 PM,Saturday
19BU018505,Ordinance Violation - Other,Quality of Life,8/24/19 17:17,Church St/College St,Phone,0,0,0,0,D,Downtown,44.47817741,-73.21361027,5:00 PM,Saturday
19BU018506,Disturbance,Quality of Life,8/24/19 17:20,S Williams St,911,0,0,0,0,C,UniversityHillSection,44.47752157,-73.20285014,5:00 PM,Saturday
19BU018507,Foot Patrol,Public Service,8/24/19 17:56,Marketplace,Phone,0,0,0,0,D,Downtown,44.47599044,-73.21342812,5:00 PM,Saturday
19BU018508,Foot Patrol,Public Service,8/24/19 17:56,Marketplace,Officer/Radio,0,0,0,0,D,Downtown,44.47608503,-73.2144935,5:00 PM,Saturday
19BU018509,Ordinance Violation - Other,Quality of Life,8/24/19 18:04,Church St/Main St,Officer/Radio,0,0,0,1,D,Downtown,44.47600072,-73.21329423,6:00 PM,Saturday
19BU018510,Trespass,Other,8/24/19 18:06,St Paul St,Phone,0,0,0,0,D,Downtown,44.47538357,-73.21236298,6:00 PM,Saturday
19BU018511,Foot Patrol,Public Service,8/24/19 18:08,North St/Lafountain St,Phone,0,0,0,0,B,OldNorthEnd,44.48501916,-73.21695805,6:00 PM,Saturday
19BU018512,Foot Patrol,Public Service,8/24/19 18:10,Marketplace,Phone,0,0,0,0,D,Downtown,44.47872039,-73.21185774,6:00 PM,Saturday
19BU018513,Welfare Check,Public Service,8/24/19 18:19,Lori Ln,Phone,0,0,0,0,NA,NA,44.51912232,-73.24591607,6:00 PM,Saturday
19BU018514,Noise,Quality of Life,8/24/19 18:25,Isham St,Officer/Radio,0,0,0,1,C,UniversityHillSection,44.48277374,-73.20630867,6:00 PM,Saturday
19BU018515,Mental Health Issue,Public Service,8/24/19 18:34,Airport Pkwy,Officer/Radio,1,0,0,0,,,44.46938509,-73.15335083,6:00 PM,Saturday
19BU018516,Disturbance,Quality of Life,8/24/19 18:55,A Bright St,Phone,0,0,0,0,NA,NA,44.49046155,-73.20961211,6:00 PM,Saturday
19BU018517,Assist - Public,Public Service,8/24/19 19:43,Ethan Allen Park,Phone,0,0,0,0,A,NewNorthEnd,44.51073568,-73.23933822,7:00 PM,Saturday
19BU018518,Accident - Property damage only,Motor Vehicle,8/24/19 19:58,S Winooski Ave,Phone,0,0,0,0,D,Downtown,44.48028016,-73.2118826,7:00 PM,Saturday
19BU018519,Suspicious Event,Public Service,8/24/19 20:39,Russell St,Phone,0,0,0,0,C,UniversityHillSection,44.48391305,-73.20828285,8:00 PM,Saturday
19BU018520,Motor Vehicle Complaint,Motor Vehicle,8/24/19 20:41,Route 127 / North Ave Exit,Phone,0,0,0,0,D,Downtown,44.47915964,-73.21851588,8:00 PM,Saturday
19BU018521,Disturbance,Quality of Life,8/24/19 20:43,Bank St,Phone,0,0,0,0,D,Downtown,44.47883728,-73.21177812,8:00 PM,Saturday
19BU018522,Accident - Property damage only,Motor Vehicle,8/24/19 20:47,Leddy Park Rd/North Ave,Phone,0,0,0,0,A,NewNorthEnd,44.50755015,-73.24380186,8:00 PM,Saturday
19BU018523,Noise,Quality of Life,8/24/19 20:51,N Willard St,Phone,0,0,0,0,C,UniversityHillSection,44.4853155,-73.20559185,8:00 PM,Saturday
19BU018524,Accident - LSA,Motor Vehicle,8/24/19 21:19,Main St / Church St,911,0,0,0,0,D,Downtown,44.47684203,-73.21066963,9:00 PM,Saturday
19BU018525,Noise,Quality of Life,8/24/19 21:24,S Willard St,Phone,0,0,0,0,C,UniversityHillSection,44.48103218,-73.20713169,9:00 PM,Saturday
19BU018526,Traffic,Motor Vehicle,8/24/19 21:26,S Winooski Ave/Pearl St,Phone,0,0,0,0,B,OldNorthEnd,44.48044139,-73.21024427,9:00 PM,Saturday
19BU018527,Ordinance Violation - Other,Quality of Life,8/24/19 21:29,S Winooski Ave/King St,Phone,0,0,0,0,D,Downtown,44.4752185,-73.21260714,9:00 PM,Saturday
19BU018528,Parking,Motor Vehicle,8/24/19 21:49,N Winooski Ave,Phone,0,0,0,0,B,OldNorthEnd,44.48751955,-73.21203976,9:00 PM,Saturday
19BU018529,Foot Patrol,Public Service,8/24/19 21:56,Marketplace,Phone,0,0,0,0,D,Downtown,44.47694397,-73.21166134,9:00 PM,Saturday
19BU018530,Foot Patrol,Public Service,8/24/19 22:15,Marketplace,Officer/Radio,0,0,0,0,D,Downtown,44.47778053,-73.21120437,10:00 PM,Saturday
19BU018531,Foot Patrol,Public Service,8/24/19 22:15,Marketplace,Phone,0,0,0,0,D,Downtown,44.47756324,-73.21158114,10:00 PM,Saturday
19BU018532,Foot Patrol,Public Service,8/24/19 22:16,Marketplace,Officer/Radio,0,0,0,0,D,Downtown,44.47785898,-73.21211876,10:00 PM,Saturday
19BU018533,Noise,Quality of Life,8/24/19 22:19,College St,Phone,0,0,0,0,C,UniversityHillSection,44.4769708,-73.20445283,10:00 PM,Saturday
19BU018534,Trespass,Other,8/24/19 22:30,Riverside Ave,Phone,0,0,0,0,C,UniversityHillSection,44.48686766,-73.19931156,10:00 PM,Saturday
19BU018535,Noise,Quality of Life,8/24/19 22:32,S Winooski Ave,Phone,0,0,0,0,E,SouthEnd,44.46975799,-73.21072645,10:00 PM,Saturday
19BU018536,Intoxication,Quality of Life,8/24/19 22:47,Colchester Ave,Phone,0,0,0,0,C,UniversityHillSection,44.47962243,-73.19509282,10:00 PM,Saturday
19BU018537,Noise,Quality of Life,8/24/19 23:02,College St,Phone,0,0,0,0,C,UniversityHillSection,44.47818845,-73.20479286,11:00 PM,Saturday
19BU018538,Noise,Quality of Life,8/24/19 23:10,Bradley St / Hungerford Ter,Phone,0,0,0,0,C,UniversityHillSection,44.47776582,-73.20638994,11:00 PM,Saturday
19BU018539,Foot Patrol,Public Service,8/24/19 23:14,Marketplace,Phone,0,0,0,0,D,Downtown,44.4779529,-73.21144316,11:00 PM,Saturday
19BU018540,Noise,Quality of Life,8/24/19 23:33,Weston St,Phone,0,0,0,0,C,UniversityHillSection,44.48471404,-73.20567795,11:00 PM,Saturday
19BU018541,Impersonation of a Police Officer,Impeding Police,8/24/19 23:36,King St,Phone,0,0,0,0,D,Downtown,44.47478827,-73.2178205,11:00 PM,Saturday
19BU018542,Assist - Public,Public Service,8/24/19 23:43,Colchester Ave,Phone,0,0,0,0,C,UniversityHillSection,44.48073149,-73.19407068,11:00 PM,Saturday
19BU018543,Noise,Quality of Life,8/24/19 23:57,N Willard St/Henry St,Phone,0,0,0,0,C,UniversityHillSection,44.48541631,-73.20669464,11:00 PM,Saturday
19BU018544,Parking,Motor Vehicle,8/25/19 0:09,Buell St,Phone,0,0,0,0,C,UniversityHillSection,44.47888233,-73.20589244,12:00 AM,Sunday
19BU018545,Compliance Check,Court Order,8/25/19 0:21,St Paul St,Phone,0,0,0,0,D,Downtown,44.47721496,-73.21481439,12:00 AM,Sunday
19BU018546,Noise,Quality of Life,8/25/19 0:22,239 1/2 Main St,Phone,0,0,0,1,C,UniversityHillSection,44.48819783,-73.18595332,12:00 AM,Sunday
19BU018547,Traffic,Motor Vehicle,8/25/19 0:29,Main St/Spear St,Phone,0,0,0,0,C,UniversityHillSection,44.47229708,-73.19125606,12:00 AM,Sunday
19BU018548,Intoxication,Quality of Life,8/25/19 0:33,Lawson Ln/Pine St,Phone,0,0,0,0,NA,NA,44.47549044,-73.2135619,12:00 AM,Sunday
19BU018549,Noise,Quality of Life,8/25/19 0:38,S Union St,Phone,0,0,0,0,D,Downtown,44.47222399,-73.20726712,12:00 AM,Sunday
19BU018550,Noise,Quality of Life,8/25/19 1:00,Charlotte St,Phone,0,0,0,1,E,SouthEnd,44.46364756,-73.21368564,1:00 AM,Sunday
19BU018551,Motor Vehicle Complaint,Motor Vehicle,8/25/19 1:19,Park St/Sherman St,Phone,0,0,0,0,B,OldNorthEnd,44.48215112,-73.21962994,1:00 AM,Sunday
19BU018552,Robbery,Assault,8/25/19 1:21,S Winooski Ave,911,0,0,0,0,D,Downtown,44.47596641,-73.2117032,1:00 AM,Sunday
19BU018553,Disorderly Conduct,Quality of Life,8/25/19 2:33,Main St,Phone,0,0,0,0,D,Downtown,44.4761344,-73.21458153,2:00 AM,Sunday
19BU018554,Traffic,Motor Vehicle,8/25/19 2:34,Pearl St/Green St,Phone,0,0,0,0,C,UniversityHillSection,44.48242918,-73.2060377,2:00 AM,Sunday
19BU018555,Mental Health Issue,Public Service,8/25/19 2:58,North Ave,Phone,0,0,0,0,B,OldNorthEnd,44.48401631,-73.22265547,2:00 AM,Sunday
19BU018556,Noise,Quality of Life,8/25/19 3:11,S Williams St,Phone,0,0,0,0,C,UniversityHillSection,44.47769204,-73.20306038,3:00 AM,Sunday
19BU018557,Noise,Quality of Life,8/25/19 3:13,Loomis St,Phone,0,0,0,0,C,UniversityHillSection,44.48506844,-73.20201895,3:00 AM,Sunday
19BU018558,Suspicious Event,Public Service,8/25/19 5:53,Pearl St/S Winooski Ave,Phone,0,0,0,0,B,OldNorthEnd,44.47890235,-73.2103537,5:00 AM,Sunday
19BU018559,Operations,Administrative,8/25/19 8:06,Oakledge Park,Phone,0,0,0,0,E,SouthEnd,44.45226292,-73.2277638,8:00 AM,Sunday
19BU018560,Parking,Motor Vehicle,8/25/19 8:38,Weston St,Phone,0,0,0,0,C,UniversityHillSection,44.4850794,-73.20612149,8:00 AM,Sunday
19BU018561,Assist - Public,Public Service,8/25/19 9:31,Convent Sq,Phone,0,0,1,0,B,OldNorthEnd,44.48900155,-73.22516304,9:00 AM,Sunday
19BU018563,Parking,Motor Vehicle,8/25/19 10:00,Pearl St,Phone,0,0,0,0,B,OldNorthEnd,44.47915001,-73.21896151,10:00 AM,Sunday
19BU018564,Assist - Public,Public Service,8/25/19 10:19,Colchester Ave,Phone,0,0,0,0,C,UniversityHillSection,44.48132738,-73.19329232,10:00 AM,Sunday
19BU018565,Larceny - Other,Property,8/25/19 10:53,Pearl St,911,0,0,0,0,C,UniversityHillSection,44.48031134,-73.20607722,10:00 AM,Sunday
19BU018566,Animal Problem,Animal,8/25/19 11:23,Marketplace,Phone,0,0,0,0,D,Downtown,44.4760487,-73.21451761,11:00 AM,Sunday
19BU018567,Traffic,Motor Vehicle,8/25/19 11:24,189 / Shelburne Rd,Phone,0,0,0,0,E,SouthEnd,44.45144097,-73.20893162,11:00 AM,Sunday
19BU018568,Found/Lost Property,Public Service,8/25/19 11:33,Lake St/College St,Phone,0,0,0,0,D,Downtown,44.47794576,-73.2201679,11:00 AM,Sunday
19BU018569,Traffic,Motor Vehicle,8/25/19 11:43,Shelburne Rd,Phone,0,0,0,0,E,SouthEnd,44.45476342,-73.20709054,11:00 AM,Sunday
19BU018570,Welfare Check,Public Service,8/25/19 11:44,Church St,Phone,0,0,0,0,D,Downtown,44.47707817,-73.21253596,11:00 AM,Sunday
19BU018571,Found/Lost Property,Public Service,8/25/19 12:22,St Paul St,Phone,0,0,0,0,E,SouthEnd,44.47283401,-73.21491331,12:00 PM,Sunday
19BU018572,Accident - LSA,Motor Vehicle,8/25/19 12:33,St Paul St,Phone,0,0,0,0,E,SouthEnd,44.4668152,-73.21102274,12:00 PM,Sunday
19BU018573,Disturbance,Quality of Life,8/25/19 12:34,Cherry St/St Paul St,Phone,0,0,0,0,D,Downtown,44.47809481,-73.21328618,12:00 PM,Sunday
19BU018574,Welfare Check,Public Service,8/25/19 12:42,Ave B,Phone,0,0,0,0,NA,NA,44.50759316,-73.24605917,12:00 PM,Sunday
19BU018575,Accident - Non-Investigated,Motor Vehicle,8/25/19 12:57,Perotta Pl/Alfred St,Phone,0,0,0,0,NA,NA,44.45975664,-73.20515444,12:00 PM,Sunday
19BU018576,Animal Problem,Animal,8/25/19 13:10,North Ave,Phone,0,0,0,0,A,NewNorthEnd,44.50742818,-73.24618445,1:00 PM,Sunday
19BU018577,Larceny - Other,Property,8/25/19 13:10,Church St,Phone,0,0,0,0,D,Downtown,44.47792674,-73.21349063,1:00 PM,Sunday
19BU018578,Assist - Public,Public Service,8/25/19 13:32,Church St,Phone,0,0,0,0,D,Downtown,44.47651388,-73.21108306,1:00 PM,Sunday
19BU018579,Assist - Public,Public Service,8/25/19 13:59,Village Green,Phone,0,0,0,0,A,NewNorthEnd,44.50470272,-73.23707583,1:00 PM,Sunday
19BU018580,Assist - Agency,Assist,8/25/19 14:02,Pearl St/St Paul St,Officer/Radio,0,0,0,0,D,Downtown,44.47911455,-73.2135228,2:00 PM,Sunday
19BU018581,Suspicious Event,Public Service,8/25/19 14:18,Leddy Beach,Phone,0,0,0,0,A,NewNorthEnd,44.50269852,-73.24990229,2:00 PM,Sunday
19BU018582,Accident - Injury to person(s),Motor Vehicle,8/25/19 14:37,Battery St/Cherry St,Phone,0,0,0,0,D,Downtown,44.47955396,-73.21760095,2:00 PM,Sunday
19BU018583,Parking,Motor Vehicle,8/25/19 15:14,N Willard St,Phone,0,0,0,0,C,UniversityHillSection,44.48247434,-73.20403782,3:00 PM,Sunday
19BU018584,Motor Vehicle Complaint,Motor Vehicle,8/25/19 15:53,Bikepath/King St,Phone,0,0,0,0,D,Downtown,44.4779053,-73.22087528,3:00 PM,Sunday
19BU018585,Assist - Agency,Assist,8/25/19 15:55,N Winooski Ave,911,0,0,0,0,C,UniversityHillSection,44.48899084,-73.20648766,3:00 PM,Sunday
19BU018586,Suspicious Event,Public Service,8/25/19 17:08,Waterfront Park,Phone,0,0,0,0,D,Downtown,44.48141188,-73.22030119,5:00 PM,Sunday
19BU018587,Juvenile Problem,Public Service,8/25/19 17:41,NA,Phone,0,0,0,0,C,UniversityHillSection,NA,NA,5:00 PM,Sunday
19BU018588,Suspicious Event,Public Service,8/25/19 17:43,Main St,Phone,0,0,0,0,D,Downtown,44.47703136,-73.21504171,5:00 PM,Sunday
19BU018589,Animal Problem,Animal,8/25/19 18:23,Edgemoor Dr,Phone,0,0,0,0,NA,NA,44.51442963,-73.25444619,6:00 PM,Sunday
19BU018590,Juvenile Problem,Public Service,8/25/19 18:25,NA,Phone,0,0,0,0,B,OldNorthEnd,NA,NA,6:00 PM,Sunday
19BU018591,Foot Patrol,Public Service,8/25/19 18:32,Marketplace,Phone,0,0,0,0,D,Downtown,44.47619784,-73.21478525,6:00 PM,Sunday
19BU018592,Motor Vehicle Complaint,Motor Vehicle,8/25/19 19:26,Riverside Ave/Winooski Bridge,Phone,0,0,0,0,NA,NA,44.48936053,-73.20568823,7:00 PM,Sunday
19BU018593,Trespass,Other,8/25/19 19:35,Shelburne Rd,Phone,0,0,0,0,E,SouthEnd,44.45037136,-73.210106,7:00 PM,Sunday
19BU018594,Motor Vehicle Complaint,Motor Vehicle,8/25/19 19:42,North Ave,Phone,0,0,0,0,B,OldNorthEnd,44.49072926,-73.22814644,7:00 PM,Sunday
19BU018595,Disturbance,Quality of Life,8/25/19 20:08,N Winooski Ave,Phone,0,0,1,0,C,UniversityHillSection,44.48166987,-73.21178843,8:00 PM,Sunday
19BU018596,Assist - Public,Public Service,8/25/19 20:42,Main St,Phone,0,0,0,0,D,Downtown,44.47652702,-73.21005678,8:00 PM,Sunday
19BU018597,Retail Theft,Property,8/25/19 21:01,Shelburne Rd,Phone,0,0,0,1,E,SouthEnd,44.44756815,-73.21017912,9:00 PM,Sunday
19BU018598,Noise,Quality of Life,8/25/19 21:50,Weston St,Phone,0,0,0,0,C,UniversityHillSection,44.48336346,-73.20360264,9:00 PM,Sunday
19BU018599,Foot Patrol,Public Service,8/25/19 22:02,Marketplace,Phone,0,0,0,0,D,Downtown,44.47829374,-73.2141271,10:00 PM,Sunday
19BU018600,Mental Health Issue,Public Service,8/25/19 22:56,Church St,Phone,0,0,0,0,D,Downtown,44.47690326,-73.21446407,10:00 PM,Sunday
19BU018601,Alarm,Public Service,8/25/19 23:35,College St,Phone,0,0,0,0,D,Downtown,44.478583,-73.21622373,11:00 PM,Sunday
19BU018602,Traffic,Motor Vehicle,8/25/19 23:39,Pine St/Home Ave,Phone,0,0,0,0,E,SouthEnd,44.45249918,-73.21553523,11:00 PM,Sunday
19BU018603,Foot Patrol,Public Service,8/25/19 23:42,North St / Lafountain St,Officer/Radio,0,0,0,0,B,OldNorthEnd,44.48527119,-73.21578187,11:00 PM,Sunday
19BU018604,DUI,Motor Vehicle,8/25/19 23:59,Spear St/Main St,Phone,0,0,0,0,C,UniversityHillSection,44.47375849,-73.18940803,11:00 PM,Sunday
19BU018605,Traffic,Motor Vehicle,8/26/19 0:01,Pine St/Lakeside Ave,Phone,0,0,0,0,E,SouthEnd,44.46087438,-73.2145281,12:00 AM,Monday
19BU018606,Domestic Disturbance,Domestic,8/26/19 0:03,NA,Phone,0,0,1,0,B,OldNorthEnd,NA,NA,12:00 AM,Monday
19BU018607,Suspicious Event,Public Service,8/26/19 0:23,S Winooski Ave,Officer/Radio,0,0,0,0,D,Downtown,44.47485229,-73.21029094,12:00 AM,Monday
19BU018608,Alarm,Public Service,8/26/19 1:15,Shelburne Rd,Phone,0,0,0,0,E,SouthEnd,44.45733638,-73.21031536,1:00 AM,Monday
19BU018609,Intoxication,Quality of Life,8/26/19 1:37,St Paul St,Phone,0,1,0,0,E,SouthEnd,44.47424496,-73.21148246,1:00 AM,Monday
19BU018610,Disturbance,Quality of Life,8/26/19 1:42,Riverside Ave,Phone,0,0,0,0,C,UniversityHillSection,44.48982125,-73.20584895,1:00 AM,Monday
19BU018611,Trespass,Other,8/26/19 1:58,Riverside Ave,Phone,0,0,0,0,C,UniversityHillSection,44.48962595,-73.19926258,1:00 AM,Monday
19BU018612,Welfare Check,Public Service,8/26/19 2:20,N Winooski Ave,Phone,0,0,0,0,B,OldNorthEnd,44.48301628,-73.21180374,2:00 AM,Monday
19BU018613,Disorderly Conduct,Quality of Life,8/26/19 2:43,Main St,911,0,0,0,0,D,Downtown,44.47807154,-73.21175155,2:00 AM,Monday
19BU018614,Trespass,Other,8/26/19 2:49,Church St,Phone,0,0,0,0,D,Downtown,44.47814534,-73.21416422,2:00 AM,Monday
19BU018615,Intoxication,Quality of Life,8/26/19 3:00,Colchester Ave,Phone,0,0,0,0,C,UniversityHillSection,44.4777965,-73.19331541,3:00 AM,Monday
19BU018616,Suspicious Event,Public Service,8/26/19 4:29,Airport Dr,Phone,0,0,0,0,Airport,,44.47082589,-73.15670413,4:00 AM,Monday
19BU018617,Disturbance,Quality of Life,8/26/19 4:35,Main St,Phone,0,0,0,0,D,Downtown,44.47639364,-73.21340694,4:00 AM,Monday
19BU018618,Assist - Agency,Assist,8/26/19 6:00,S Union St/Howard St,911,0,0,0,0,E,SouthEnd,44.46691835,-73.20601454,6:00 AM,Monday
19BU018619,Accident - Property damage only,Motor Vehicle,8/26/19 6:01,Main St/Pine St,Phone,0,0,0,0,D,Downtown,44.47742635,-73.21688851,6:00 AM,Monday
19BU018620,Suspicious Event,Public Service,8/26/19 6:30,Bike Path/Killarney Dr,Phone,0,0,0,0,NA,NA,44.47850596,-73.22206074,6:00 AM,Monday
19BU018621,Found/Lost Property,Public Service,8/26/19 7:12,Main St,Phone,0,0,0,0,D,Downtown,44.4765753,-73.21092122,7:00 AM,Monday
19BU018622,Trespass,Other,8/26/19 7:41,Buell St,Phone,0,0,0,0,D,Downtown,44.47922245,-73.20994541,7:00 AM,Monday
19BU018623,Accident - Non-Investigated,Motor Vehicle,8/26/19 7:47,N Willard St/North St,Phone,0,0,0,0,C,UniversityHillSection,44.4832495,-73.20704291,7:00 AM,Monday
19BU018624,Foot Patrol,Public Service,8/26/19 8:34,Marketplace,Phone,0,0,0,0,D,Downtown,44.47781266,-73.21304791,8:00 AM,Monday
19BU018625,Traffic,Motor Vehicle,8/26/19 9:20,S Willard St / Chittenden Dr,Phone,0,0,0,0,E,SouthEnd,44.4634593,-73.2056686,9:00 AM,Monday
19BU018626,Assist - Public,Public Service,8/26/19 9:23,Riverside Ave,Phone,0,0,0,0,C,UniversityHillSection,44.48835865,-73.20315739,9:00 AM,Monday
19BU018627,Traffic,Motor Vehicle,8/26/19 9:41,S Union St / Beech St,Phone,0,0,0,0,E,SouthEnd,44.46684738,-73.20912527,9:00 AM,Monday
19BU018628,Assist - Public,Public Service,8/26/19 9:58,Riverside Ave G10,Phone,0,0,0,0,C,UniversityHillSection,44.48568437,-73.19061179,9:00 AM,Monday
19BU018630,Traffic,Motor Vehicle,8/26/19 10:03,S Union St/Howard St,Phone,0,0,0,0,E,SouthEnd,44.46834509,-73.20700866,10:00 AM,Monday
19BU018631,Trespass,Other,8/26/19 10:04,Bank St,Phone,0,0,0,0,D,Downtown,44.47666195,-73.21135044,10:00 AM,Monday
19BU018632,Foot Patrol,Public Service,8/26/19 10:07,Marketplace,Phone,0,0,0,0,D,Downtown,44.47722393,-73.21221434,10:00 AM,Monday
19BU018633,SRO Activity,Public Service,8/26/19 10:14,Institute Rd,Phone,0,0,0,0,A,NewNorthEnd,44.49495684,-73.23369909,10:00 AM,Monday
19BU018723,Community Outreach,Public Service,8/26/19 10:20,Barge Canal,Phone,0,0,0,0,E,SouthEnd,44.47007152,-73.21736177,10:00 AM,Monday
19BU018635,Ordinance Violation - Other,Quality of Life,8/26/19 10:44,Church St,Phone,1,0,0,0,D,Downtown,44.47671292,-73.21315663,10:00 AM,Monday
19BU018636,Traffic,Motor Vehicle,8/26/19 11:01,St Paul St / Howard St,Phone,0,0,0,0,E,SouthEnd,44.46780158,-73.20781029,11:00 AM,Monday
19BU018637,Animal Problem,Animal,8/26/19 11:05,Farrington Pkwy,Phone,0,0,0,0,A,NewNorthEnd,44.5138695,-73.24509491,11:00 AM,Monday
